2019-09-29 21.18.18 2143620498159075611_대림미술관.jpg;오늘 날씨두 좋구하여 윗동네로 마실#9월의마지막주말 #대림미술관 #하이메아욘 #SERIOUSFUN
2019-09-29 23.02.39 2143673015224167115_대림미술관.jpg;"전공동아리.""여기 좀 봐봐. 우리 목소리 들려?캐비닛 안을 좀 들여다 봐줘.우리 삶은 네가 내 말을 들어줄 때,가치가 있단 말이야""누가 내 말 좀 잘 들어줬으면....😄..#전공동아리 #09.28 #어제 #날씨 #맑음 #🌞 #대림미술관 #하이메아욘숨겨진일곱가지사연 #대한민국역사박물관 #금호미술관 #현대미술관 #북촌마을 #회식 #김치전 #막걸리 #미쳤 #😆 #오랜만 #나들이 #음주알바😋"
2019-09-29 23.02.39 2143673015240774879_대림미술관.jpg;"전공동아리.""여기 좀 봐봐. 우리 목소리 들려?캐비닛 안을 좀 들여다 봐줘.우리 삶은 네가 내 말을 들어줄 때,가치가 있단 말이야""누가 내 말 좀 잘 들어줬으면....😄..#전공동아리 #09.28 #어제 #날씨 #맑음 #🌞 #대림미술관 #하이메아욘숨겨진일곱가지사연 #대한민국역사박물관 #금호미술관 #현대미술관 #북촌마을 #회식 #김치전 #막걸리 #미쳤 #😆 #오랜만 #나들이 #음주알바😋"
2019-09-29 23.02.39 2143673015240915472_대림미술관.jpg;"전공동아리.""여기 좀 봐봐. 우리 목소리 들려?캐비닛 안을 좀 들여다 봐줘.우리 삶은 네가 내 말을 들어줄 때,가치가 있단 말이야""누가 내 말 좀 잘 들어줬으면....😄..#전공동아리 #09.28 #어제 #날씨 #맑음 #🌞 #대림미술관 #하이메아욘숨겨진일곱가지사연 #대한민국역사박물관 #금호미술관 #현대미술관 #북촌마을 #회식 #김치전 #막걸리 #미쳤 #😆 #오랜만 #나들이 #음주알바😋"
2019-09-29 23.02.39 2143673015249159913_대림미술관.jpg;"전공동아리.""여기 좀 봐봐. 우리 목소리 들려?캐비닛 안을 좀 들여다 봐줘.우리 삶은 네가 내 말을 들어줄 때,가치가 있단 말이야""누가 내 말 좀 잘 들어줬으면....😄..#전공동아리 #09.28 #어제 #날씨 #맑음 #🌞 #대림미술관 #하이메아욘숨겨진일곱가지사연 #대한민국역사박물관 #금호미술관 #현대미술관 #북촌마을 #회식 #김치전 #막걸리 #미쳤 #😆 #오랜만 #나들이 #음주알바😋"
2019-09-29 23.02.39 2143673015257783797_대림미술관.jpg;"전공동아리.""여기 좀 봐봐. 우리 목소리 들려?캐비닛 안을 좀 들여다 봐줘.우리 삶은 네가 내 말을 들어줄 때,가치가 있단 말이야""누가 내 말 좀 잘 들어줬으면....😄..#전공동아리 #09.28 #어제 #날씨 #맑음 #🌞 #대림미술관 #하이메아욘숨겨진일곱가지사연 #대한민국역사박물관 #금호미술관 #현대미술관 #북촌마을 #회식 #김치전 #막걸리 #미쳤 #😆 #오랜만 #나들이 #음주알바😋"
2019-09-29 23.02.39 2143673015265922779_대림미술관.jpg;"전공동아리.""여기 좀 봐봐. 우리 목소리 들려?캐비닛 안을 좀 들여다 봐줘.우리 삶은 네가 내 말을 들어줄 때,가치가 있단 말이야""누가 내 말 좀 잘 들어줬으면....😄..#전공동아리 #09.28 #어제 #날씨 #맑음 #🌞 #대림미술관 #하이메아욘숨겨진일곱가지사연 #대한민국역사박물관 #금호미술관 #현대미술관 #북촌마을 #회식 #김치전 #막걸리 #미쳤 #😆 #오랜만 #나들이 #음주알바😋"
2019-09-29 23.02.39 2143673015282859293_대림미술관.jpg;"전공동아리.""여기 좀 봐봐. 우리 목소리 들려?캐비닛 안을 좀 들여다 봐줘.우리 삶은 네가 내 말을 들어줄 때,가치가 있단 말이야""누가 내 말 좀 잘 들어줬으면....😄..#전공동아리 #09.28 #어제 #날씨 #맑음 #🌞 #대림미술관 #하이메아욘숨겨진일곱가지사연 #대한민국역사박물관 #금호미술관 #현대미술관 #북촌마을 #회식 #김치전 #막걸리 #미쳤 #😆 #오랜만 #나들이 #음주알바😋"
2019-09-29 23.02.39 2143673015291149675_대림미술관.jpg;"전공동아리.""여기 좀 봐봐. 우리 목소리 들려?캐비닛 안을 좀 들여다 봐줘.우리 삶은 네가 내 말을 들어줄 때,가치가 있단 말이야""누가 내 말 좀 잘 들어줬으면....😄..#전공동아리 #09.28 #어제 #날씨 #맑음 #🌞 #대림미술관 #하이메아욘숨겨진일곱가지사연 #대한민국역사박물관 #금호미술관 #현대미술관 #북촌마을 #회식 #김치전 #막걸리 #미쳤 #😆 #오랜만 #나들이 #음주알바😋"
2019-09-29 23.02.39 2143673015333262286_대림미술관.jpg;"전공동아리.""여기 좀 봐봐. 우리 목소리 들려?캐비닛 안을 좀 들여다 봐줘.우리 삶은 네가 내 말을 들어줄 때,가치가 있단 말이야""누가 내 말 좀 잘 들어줬으면....😄..#전공동아리 #09.28 #어제 #날씨 #맑음 #🌞 #대림미술관 #하이메아욘숨겨진일곱가지사연 #대한민국역사박물관 #금호미술관 #현대미술관 #북촌마을 #회식 #김치전 #막걸리 #미쳤 #😆 #오랜만 #나들이 #음주알바😋"
2019-09-29 23.02.39 2143673018789254073_대림미술관.jpg;"전공동아리.""여기 좀 봐봐. 우리 목소리 들려?캐비닛 안을 좀 들여다 봐줘.우리 삶은 네가 내 말을 들어줄 때,가치가 있단 말이야""누가 내 말 좀 잘 들어줬으면....😄..#전공동아리 #09.28 #어제 #날씨 #맑음 #🌞 #대림미술관 #하이메아욘숨겨진일곱가지사연 #대한민국역사박물관 #금호미술관 #현대미술관 #북촌마을 #회식 #김치전 #막걸리 #미쳤 #😆 #오랜만 #나들이 #음주알바😋"
2019-09-29 23.06.11 2143674801033381292_대림미술관.jpg;Photo by @xi_nee
2019-09-29 23.09.35 2143676505597984244_대림미술관.jpg;- 미술관 나들이 -김남매 이제 좀 컷다고 제법 감상하는척 꽤 괜찮았다며 ㅎㅎㅎ그래 다음에 또 가보자 😘#하이메아욘숨겨진일곱가지사연  #대림미술관 #전시#나들이
2019-09-29 23.09.35 2143676505614885557_대림미술관.jpg;- 미술관 나들이 -김남매 이제 좀 컷다고 제법 감상하는척 꽤 괜찮았다며 ㅎㅎㅎ그래 다음에 또 가보자 😘#하이메아욘숨겨진일곱가지사연  #대림미술관 #전시#나들이
2019-09-29 23.09.35 2143676505631667603_대림미술관.jpg;- 미술관 나들이 -김남매 이제 좀 컷다고 제법 감상하는척 꽤 괜찮았다며 ㅎㅎㅎ그래 다음에 또 가보자 😘#하이메아욘숨겨진일곱가지사연  #대림미술관 #전시#나들이
2019-09-29 23.09.35 2143676505639904518_대림미술관.jpg;- 미술관 나들이 -김남매 이제 좀 컷다고 제법 감상하는척 꽤 괜찮았다며 ㅎㅎㅎ그래 다음에 또 가보자 😘#하이메아욘숨겨진일곱가지사연  #대림미술관 #전시#나들이
2019-09-29 23.09.35 2143676505648436892_대림미술관.jpg;- 미술관 나들이 -김남매 이제 좀 컷다고 제법 감상하는척 꽤 괜찮았다며 ㅎㅎㅎ그래 다음에 또 가보자 😘#하이메아욘숨겨진일곱가지사연  #대림미술관 #전시#나들이
2019-09-29 23.09.35 2143676509373041773_대림미술관.jpg;- 미술관 나들이 -김남매 이제 좀 컷다고 제법 감상하는척 꽤 괜찮았다며 ㅎㅎㅎ그래 다음에 또 가보자 😘#하이메아욘숨겨진일곱가지사연  #대림미술관 #전시#나들이
2019-09-29 23.14.47 2143679127860038474_대림미술관.jpg;🛵—
2019-09-29 23.18.25 2143680950018346764_대림미술관.jpg;서울 나들이정말 오랜만의 전시회!!! 행복행복😊..#대림미술관 #숨겨진일곱가지사연 #하이메아욘 #SemperTecum🌙
2019-09-29 23.18.25 2143680950043540064_대림미술관.jpg;서울 나들이정말 오랜만의 전시회!!! 행복행복😊..#대림미술관 #숨겨진일곱가지사연 #하이메아욘 #SemperTecum🌙
2019-09-29 23.18.25 2143680950051935511_대림미술관.jpg;서울 나들이정말 오랜만의 전시회!!! 행복행복😊..#대림미술관 #숨겨진일곱가지사연 #하이메아욘 #SemperTecum🌙
2019-09-29 23.18.25 2143680950051953770_대림미술관.jpg;서울 나들이정말 오랜만의 전시회!!! 행복행복😊..#대림미술관 #숨겨진일곱가지사연 #하이메아욘 #SemperTecum🌙
2019-09-29 23.18.25 2143680950060402275_대림미술관.jpg;서울 나들이정말 오랜만의 전시회!!! 행복행복😊..#대림미술관 #숨겨진일곱가지사연 #하이메아욘 #SemperTecum🌙
2019-09-29 23.18.25 2143680950068629302_대림미술관.jpg;서울 나들이정말 오랜만의 전시회!!! 행복행복😊..#대림미술관 #숨겨진일곱가지사연 #하이메아욘 #SemperTecum🌙
2019-09-29 23.18.25 2143680950085396138_대림미술관.jpg;서울 나들이정말 오랜만의 전시회!!! 행복행복😊..#대림미술관 #숨겨진일곱가지사연 #하이메아욘 #SemperTecum🌙
2019-09-29 23.18.25 2143680950093819608_대림미술관.jpg;서울 나들이정말 오랜만의 전시회!!! 행복행복😊..#대림미술관 #숨겨진일곱가지사연 #하이메아욘 #SemperTecum🌙
2019-09-29 23.18.25 2143680952065075463_대림미술관.jpg;서울 나들이정말 오랜만의 전시회!!! 행복행복😊..#대림미술관 #숨겨진일곱가지사연 #하이메아욘 #SemperTecum🌙
2019-09-29 23.25.51 2143684690748703445_대림미술관.jpg;#대림미술관 #하이메아욘 #숨겨진일곱가지사연 #미술관 #전시회 #예술 #문화생활
2019-09-29 23.25.51 2143684690773861344_대림미술관.jpg;#대림미술관 #하이메아욘 #숨겨진일곱가지사연 #미술관 #전시회 #예술 #문화생활
2019-09-29 23.25.51 2143684690782202134_대림미술관.jpg;#대림미술관 #하이메아욘 #숨겨진일곱가지사연 #미술관 #전시회 #예술 #문화생활
2019-09-29 23.25.51 2143684690790612919_대림미술관.jpg;#대림미술관 #하이메아욘 #숨겨진일곱가지사연 #미술관 #전시회 #예술 #문화생활
2019-09-29 23.25.51 2143684690790656516_대림미술관.jpg;#대림미술관 #하이메아욘 #숨겨진일곱가지사연 #미술관 #전시회 #예술 #문화생활
2019-09-29 23.25.51 2143684690798995353_대림미술관.jpg;#대림미술관 #하이메아욘 #숨겨진일곱가지사연 #미술관 #전시회 #예술 #문화생활
2019-09-29 23.25.51 2143684690807496414_대림미술관.jpg;#대림미술관 #하이메아욘 #숨겨진일곱가지사연 #미술관 #전시회 #예술 #문화생활
2019-09-29 23.25.51 2143684690815779009_대림미술관.jpg;#대림미술관 #하이메아욘 #숨겨진일곱가지사연 #미술관 #전시회 #예술 #문화생활
2019-09-29 23.25.51 2143684690824236172_대림미술관.jpg;#대림미술관 #하이메아욘 #숨겨진일곱가지사연 #미술관 #전시회 #예술 #문화생활
2019-09-29 23.25.51 2143684694808882872_대림미술관.jpg;#대림미술관 #하이메아욘 #숨겨진일곱가지사연 #미술관 #전시회 #예술 #문화생활
2019-09-29 23.31.09 2143687363032020997_대림미술관.jpg;#대림미술관 #하이메아욘 #숨겨진일곱가지사연 #미술관 #전시회 #예술 #문화생활
2019-09-29 23.31.09 2143687363057254088_대림미술관.jpg;#대림미술관 #하이메아욘 #숨겨진일곱가지사연 #미술관 #전시회 #예술 #문화생활
2019-09-29 23.31.09 2143687363065675567_대림미술관.jpg;#대림미술관 #하이메아욘 #숨겨진일곱가지사연 #미술관 #전시회 #예술 #문화생활
2019-09-29 23.31.09 2143687363073935332_대림미술관.jpg;#대림미술관 #하이메아욘 #숨겨진일곱가지사연 #미술관 #전시회 #예술 #문화생활
2019-09-29 23.31.09 2143687363073953305_대림미술관.jpg;#대림미술관 #하이메아욘 #숨겨진일곱가지사연 #미술관 #전시회 #예술 #문화생활
2019-09-29 23.31.09 2143687363082428380_대림미술관.jpg;#대림미술관 #하이메아욘 #숨겨진일곱가지사연 #미술관 #전시회 #예술 #문화생활
2019-09-29 23.31.09 2143687363090765304_대림미술관.jpg;#대림미술관 #하이메아욘 #숨겨진일곱가지사연 #미술관 #전시회 #예술 #문화생활
2019-09-29 23.31.09 2143687363107602713_대림미술관.jpg;#대림미술관 #하이메아욘 #숨겨진일곱가지사연 #미술관 #전시회 #예술 #문화생활
2019-09-29 23.31.09 2143687363342612256_대림미술관.jpg;#대림미술관 #하이메아욘 #숨겨진일곱가지사연 #미술관 #전시회 #예술 #문화생활
2019-09-29 23.31.09 2143687366865805942_대림미술관.jpg;#대림미술관 #하이메아욘 #숨겨진일곱가지사연 #미술관 #전시회 #예술 #문화생활
2019-09-29 23.50.16 2143696988247757948_대림미술관.jpg;즐거운 상상이 다 작품이 되는 하이메아욘, 숨겨진 일곱가지 사연아기자기하고 보면서도 상상이 되는 여러 장르를 만나게된다..#전시 #문화생활 #대림미술관 #하이메아욘#데이트 #경복궁역 #일곱가지사연
2019-09-29 23.50.16 2143696988256243429_대림미술관.jpg;즐거운 상상이 다 작품이 되는 하이메아욘, 숨겨진 일곱가지 사연아기자기하고 보면서도 상상이 되는 여러 장르를 만나게된다..#전시 #문화생활 #대림미술관 #하이메아욘#데이트 #경복궁역 #일곱가지사연
2019-09-29 23.50.16 2143696988272864112_대림미술관.jpg;즐거운 상상이 다 작품이 되는 하이메아욘, 숨겨진 일곱가지 사연아기자기하고 보면서도 상상이 되는 여러 장르를 만나게된다..#전시 #문화생활 #대림미술관 #하이메아욘#데이트 #경복궁역 #일곱가지사연
2019-09-29 23.50.16 2143696988281357255_대림미술관.jpg;즐거운 상상이 다 작품이 되는 하이메아욘, 숨겨진 일곱가지 사연아기자기하고 보면서도 상상이 되는 여러 장르를 만나게된다..#전시 #문화생활 #대림미술관 #하이메아욘#데이트 #경복궁역 #일곱가지사연
2019-09-29 23.50.16 2143696988289859695_대림미술관.jpg;즐거운 상상이 다 작품이 되는 하이메아욘, 숨겨진 일곱가지 사연아기자기하고 보면서도 상상이 되는 여러 장르를 만나게된다..#전시 #문화생활 #대림미술관 #하이메아욘#데이트 #경복궁역 #일곱가지사연
2019-09-29 23.50.16 2143696988298228208_대림미술관.jpg;즐거운 상상이 다 작품이 되는 하이메아욘, 숨겨진 일곱가지 사연아기자기하고 보면서도 상상이 되는 여러 장르를 만나게된다..#전시 #문화생활 #대림미술관 #하이메아욘#데이트 #경복궁역 #일곱가지사연
2019-09-29 23.50.16 2143696988306473849_대림미술관.jpg;즐거운 상상이 다 작품이 되는 하이메아욘, 숨겨진 일곱가지 사연아기자기하고 보면서도 상상이 되는 여러 장르를 만나게된다..#전시 #문화생활 #대림미술관 #하이메아욘#데이트 #경복궁역 #일곱가지사연
